Country ,Year ,COAL_TJ,NG_TJ,HDR_TJ,NUC_TJ,REN_TJ,BW_TJ,OIL_TJ,TES_TJ,CO2_MT,Income_Group,Region_Group,GDP_cap,Population,Income_Level
France ,2000,623261,1497468,233207,4529040,8157,450760,3442408,10784301,364.67,OECD,EU,45922.47894,60918661,H
France ,2001,522898,1572062,261440,4593556,8441,459065,3723275,11140737,368.21,OECD,EU,46454.87069,61364377,H
France ,2002,561609,1569393,211961,4764654,8957,445008,3637716,11199298,362.52,OECD,EU,46610.78206,61812142,H
France ,2003,595575,1646165,206467,4811672,9468,470357,3697326,11437030,368.28,OECD,EU,46730.97579,62249855,H
France ,2004,575260,1680930,208948,4889901,10225,481627,3736743,11583634,368.88,OECD,EU,47720.44134,62707588,H
France ,2005,592632,1717652,180500,4925770,14199,503351,3693903,11628007,371.71,OECD,EU,48257.46508,63180854,H
France ,2006,546577,1658899,197560,4911174,17888,466007,3655699,11453804,362.43,OECD,EU,49223.2472,63622342,H
France ,2007,565011,1611393,201563,4797054,24717,511330,3595523,11306591,353.57,OECD,EU,50157.78374,64016890,H
France ,2008,534279,1669912,223770,4793967,31513,571928,3499547,11324916,349.33,OECD,EU,50068.2969,64375116,H
France ,2009,465438,1610318,199780,4469847,39750,597876,3379901,10762910,336.2,OECD,EU,48404.96579,64706436,H
France ,2010,500830,1784320,220327,4674774,49750,655986,3224703,11110690,340.05,OECD,EU,49130.42293,65026211,H
France ,2011,472240,1548685,164677,4826048,69339,587564,3327635,10996188,326.49,OECD,EU,50085.68298,65340830,H
France ,2012,524467,1599994,215390,4640792,88004,654624,3227587,10950858,329.95,OECD,EU,49935.62691,65657659,H
France ,2013,554531,1625153,258913,4622014,97085,703867,3150252,11011815,330.67,OECD,EU,50066.53044,65997932,H
France ,2014,412217,1364700,229581,4761589,105801,659253,3126647,10659788,298.33,OECD,EU,50326.56786,66312067,H
France ,2015,390492,1467063,200002,4771939,126305,694404,3156457,10806662,304.04,OECD,EU,50682.89535,66548272,H
France ,2016,381486,1603077,219021,4398496,131172,743853,3050769,10527874,306.27,OECD,EU,50984.0753,66724104,H
France ,2017,415393,1611565,180004,4345735,150212,739610,3070668,10513187,310.67,OECD,EU,51895.56629,66918020,H
France ,2018,382343,1542181,234401,4504819,169992,746927,2951963,10532626,300.38,OECD,EU,52560.95362,67158348,H
France ,2019,306832,1571833,204888,4352853,198461,760482,2972436,10367785,293.79,OECD,EU,53448.55489,67382061,H
France ,2020,221854,1460982,225336,3859994,222389,703761,2593161,9287477,260.36,OECD,EU,49311.33339,67601110,H
France ,2021,355939,1549490,214617,4138486,219508,778368,2760189,10016597,290.55,OECD,EU,52517.33549,67842811,H
France ,2022,312050,1391184,163876,3215247,237415,774172,2691401,8785345,282.96,OECD,EU,53691.61749,68065015,H
Luxembourg,2000,4594,28107,444,0,89,2121,84422,119777,8.07,OECD,EU,113539.1036,436300,H
Luxembourg,2001,4943,31246,424,0,86,2507,89287,128493,8.69,OECD,EU,115644.7711,441525,H
Luxembourg,2002,3083,44666,359,0,91,2604,89971,140774,9.37,OECD,EU,118130.6825,446175,H
Luxembourg,2003,2369,45214,285,0,104,2714,97493,148179,9.85,OECD,EU,119760.7599,451630,H
Luxembourg,2004,3328,50068,374,0,182,3021,110802,167775,11.23,OECD,EU,123067.2206,458095,H
Luxembourg,2005,3248,49248,334,0,261,3856,114963,171910,11.49,OECD,EU,124207.7655,465158,H
Luxembourg,2006,3876,51513,400,0,297,4017,108589,168692,11.3,OECD,EU,129597.2749,472637,H
Luxembourg,2007,3280,48083,420,0,323,6023,104050,162179,10.7,OECD,EU,137945.972,479993,H
Luxembourg,2008,3136,45771,475,0,312,6263,104860,160817,10.64,OECD,EU,135095.3545,488650,H
Luxembourg,2009,2801,46576,381,0,330,5694,97781,153563,10.08,OECD,EU,128321.3181,497783,H
Luxembourg,2010,2745,50098,387,0,312,5989,102767,162298,10.66,OECD,EU,130738.3109,506953,H
Luxembourg,2011,2475,43218,226,0,370,6031,106525,158845,10.52,OECD,EU,129199.7852,518347,H
Luxembourg,2012,2295,44005,353,0,473,6294,103477,156897,10.32,OECD,EU,128215.0459,530946,H
Luxembourg,2013,2200,37258,429,0,632,6794,101428,148741,9.8,OECD,EU,129259.5527,543360,H
Luxembourg,2014,2180,35301,388,0,702,8144,95883,142598,9.28,OECD,EU,129560.1645,556319,H
Luxembourg,2015,2060,32193,357,0,820,8897,91690,136017,8.8,OECD,EU,129410.5532,569604,H
Luxembourg,2016,2132,29689,415,0,812,9402,89429,131879,8.49,OECD,EU,132956.1329,582014,H
Luxembourg,2017,1972,29020,308,0,1326,10926,91833,135385,8.64,OECD,EU,131472.1923,596336,H
Luxembourg,2018,1748,28622,334,0,1443,12057,96889,141093,8.95,OECD,EU,130533.0523,607950,H
Luxembourg,2019,1915,28640,384,0,1584,12979,98870,144372,9.11,OECD,EU,131728.0378,620001,H
Luxembourg,2020,1609,26011,329,0,1952,16138,77768,123807,7.47,OECD,EU,128372.4688,630419,H
Luxembourg,2021,1650,28043,384,0,1893,16320,82003,130293,7.86,OECD,EU,135501.6366,640064,H
Luxembourg,2022,1719,22022,230,0,2237,15918,71355,113481,6.75,OECD,EU,134629.2253,653103,H
Sweeden ,2000,102521,32482,282902,625265,7754,345988,568139,1965051,51.99,OECD,EU,47875.08447,8872109,H
Sweeden ,2001,115361,36647,284616,786643,9984,322868,578442,2134561,51.17,OECD,EU,48396.44801,8895960,H
Sweeden ,2002,118887,37295,238895,743029,11533,322357,670040,2142036,52.74,OECD,EU,49337.93398,8924958,H
Sweeden ,2003,111930,37189,192743,735436,12539,340459,639286,2069582,54,OECD,EU,50079.26442,8958229,H
Sweeden ,2004,123427,37027,216442,845301,13012,347672,622592,2205473,52.31,OECD,EU,51967.55219,8993531,H
Sweeden ,2005,109947,35279,262090,789567,14056,365057,597588,2173584,48.77,OECD,EU,53205.87867,9029572,H
Sweeden ,2006,112547,36921,222202,730658,14554,388829,564098,2069809,47.29,OECD,EU,55381.39569,9080505,H
Sweeden ,2007,112034,38122,238172,730570,16704,399339,541428,2076369,45.72,OECD,EU,56745.03826,9148092,H
Sweeden ,2008,101734,34604,248648,696970,19781,405271,566495,2073503,44.63,OECD,EU,55784.93135,9219637,H
Sweeden ,2009,80684,45615,237067,569160,22963,424410,496158,1876057,41.5,OECD,EU,52957.88474,9298515,H
Sweeden ,2010,104253,61375,239032,630850,29357,470891,582716,2118474,46.66,OECD,EU,55527.93981,9378126,H
Sweeden ,2011,104290,48509,239162,659727,38189,440064,575037,2104978,43.09,OECD,EU,56853.83716,9449213,H
Sweeden ,2012,91855,42144,284155,698585,45172,480018,527651,2169580,40.52,OECD,EU,56200.90226,9519374,H
Sweeden ,2013,92835,39995,220899,724985,54626,477943,497767,2109050,38.99,OECD,EU,56360.70842,9600379,H
Sweeden ,2014,87977,33245,229550,707749,59551,471704,486183,2075959,37.59,OECD,EU,57085.38537,9696110,H
Sweeden ,2015,88581,30295,271123,614705,79593,493381,370310,1947988,37.58,OECD,EU,58975.97789,9799186,H
Sweeden ,2016,85842,34257,223264,688374,77166,516645,426514,2052062,37,OECD,EU,59608.08746,9923085,H
Sweeden ,2017,85644,38501,234514,716683,86680,554008,418978,2135008,36.64,OECD,EU,59883.66776,10057698,H
Sweeden ,2018,91934,41894,223956,747807,82472,524534,456597,2169194,34.39,OECD,EU,60318.46073,10175214,H
Sweeden ,2019,83084,39466,235335,721418,95640,553219,415499,2143661,33.93,OECD,EU,61232.48485,10278887,H
Sweeden ,2020,65556,52459,260600,536705,123667,549616,349687,1938290,32.68,OECD,EU,59572.47477,10353442,H
Sweeden ,2021,72070,42145,265986,577800,126746,600969,385341,2071057,35.16,OECD,EU,62731.70062,10415811,H
Sweeden ,2022,63395,27005,251535,566661,147879,582910,370837,2010222,32.45,OECD,EU,63215.43631,10486941,H
Netherlands,2000,325357,1465699,511,42829,4356,76484,1147397,3062633,162.68,OECD,EU,56016.87268,15925513,H
Netherlands,2001,346410,1501900,421,43374,4395,79760,1175000,3151260,167.66,OECD,EU,56887.4332,16046180,H
Netherlands,2002,348181,1498800,396,42709,4862,86679,1207882,3189509,167.91,OECD,EU,56664.41347,16148929,H
Netherlands,2003,359504,1506500,259,43832,6265,86065,1305471,3307896,170.91,OECD,EU,56452.86745,16225302,H
Netherlands,2004,354877,1538700,341,41694,8262,96726,1299681,3340281,172.63,OECD,EU,57391.36452,16281779,H
Netherlands,2005,338880,1478999,316,43603,9229,115810,1291096,3277933,168.56,OECD,EU,58422.01346,16319868,H
Netherlands,2006,330066,1433700,381,37843,11259,118258,1304166,3235673,164.27,OECD,EU,60391.54427,16346101,H
Netherlands,2007,352101,1395700,385,45818,13938,121381,1307934,3237257,165.03,OECD,EU,62601.62061,16381696,H
Netherlands,2008,333849,1450999,367,45479,16951,136386,1232995,3217026,165.71,OECD,EU,63678.40328,16445593,H
Netherlands,2009,312413,1485999,352,46341,18189,149568,1198744,3211606,161.03,OECD,EU,61029.72991,16530388,H
Netherlands,2010,315735,1677500,378,43298,16446,150127,1250091,3453575,171.7,OECD,EU,61518.55398,16615394,H
Netherlands,2011,311470,1467199,205,45174,20626,155414,1190480,3190568,159.38,OECD,EU,62318.14162,16693074,H
Netherlands,2012,341287,1402000,374,42709,20713,158481,1199168,3164732,158.02,OECD,EU,61480.81252,16754962,H
Netherlands,2013,340142,1397586,410,31538,24275,151939,1146493,3092383,156.8,OECD,EU,61281.28879,16804432,H
Netherlands,2014,377096,1218477,403,44629,26634,150174,1106045,2923458,149.27,OECD,EU,62045.8564,16865008,H
Netherlands,2015,464264,1198760,334,44487,42227,152319,894379,2796770,157.33,OECD,EU,63081.39415,16939923,H
Netherlands,2016,430238,1257600,360,43200,46038,153970,1046533,2977939,158.37,OECD,EU,64267.73639,17030314,H
Netherlands,2017,385720,1304762,218,37117,57227,157136,995734,2937914,155.6,OECD,EU,65666.00363,17131296,H
Netherlands,2018,345919,1287097,260,38342,58741,167170,862387,2759916,151.31,OECD,EU,66758.264,17231624,H
Netherlands,2019,268944,1342241,267,42651,69580,185995,1077402,2987080,146.14,OECD,EU,67847.85429,17344874,H
Netherlands,2020,172031,1316686,165,44589,95051,212553,1061231,2902306,130.22,OECD,EU,64862.19221,17441500,H
Netherlands,2021,234322,1262522,317,41759,115029,240777,1068002,2962728,134.07,OECD,EU,68573.56488,17533044,H
Netherlands,2022,231346,978014,179,45341,148692,236488,1014556,2654616,121.49,OECD,EU,71324.03606,17700982,H
Belgium,2000,335659,559714,1656,525349,233,43367,948994,2414972,109.84,OECD,EU,50477.9983,10251250,H
Belgium,2001,310883,551810,1587,505625,336,49684,961746,2381671,112.51,OECD,EU,50857.82892,10286570,H
Belgium,2002,268545,560107,1295,516654,390,48554,912228,2307773,106.42,OECD,EU,51494.56593,10332785,H
Belgium,2003,251884,602982,889,516861,542,58933,981746,2413837,111.18,OECD,EU,51811.69657,10376133,H
Belgium,2004,245811,610016,1141,516130,734,62424,980944,2417200,109.21,OECD,EU,53430.25841,10421137,H
Belgium,2005,216611,617187,1036,519218,1063,67793,983529,2406437,106.82,OECD,EU,54370.87487,10478617,H
Belgium,2006,207328,630535,1292,508854,1614,79572,933697,2362892,103.67,OECD,EU,55392.0545,10547958,H
Belgium,2007,184983,627114,1400,526112,2107,89549,897339,2328604,99.51,OECD,EU,57008.6061,10625700,H
Belgium,2008,190833,621301,1476,497105,2834,103310,970030,2386889,102.29,OECD,EU,56812.79504,10709973,H
Belgium,2009,131267,630785,1180,515149,4817,119579,931991,2334768,97.12,OECD,EU,55283.0909,10796493,H
Belgium,2010,158505,701128,1123,523025,7321,144682,967723,2503507,103.34,OECD,EU,56265.01994,10895586,H
Belgium,2011,146709,602981,705,526189,13200,140893,893619,2324296,93.22,OECD,EU,56610.27161,11038264,H
Belgium,2012,135390,601993,1285,439581,18371,150544,851583,2198747,92.28,OECD,EU,56381.69345,11106932,H
Belgium,2013,149100,606472,1367,465207,23593,152696,893353,2291788,92.79,OECD,EU,56288.00222,11159407,H
Belgium,2014,145013,529295,1051,367669,28025,142376,919633,2133062,86.16,OECD,EU,57028.06259,11209057,H
Belgium,2015,143795,583923,1146,284760,32181,149149,920724,2115678,91.42,OECD,EU,57534.40131,11274196,H
Belgium,2016,132678,595667,1332,474796,31742,158723,898117,2293055,89.88,OECD,EU,57927.04756,11331422,H
Belgium,2017,129214,608753,972,460655,36505,159152,888054,2283305,88.56,OECD,EU,58555.15723,11375158,H
Belgium,2018,128531,628281,1052,311967,42536,157094,887407,2156868,89.27,OECD,EU,59383.8822,11427054,H
Belgium,2019,127220,636186,1087,474802,51647,153271,848919,2293132,88.49,OECD,EU,60506.66475,11488980,H
Belgium,2020,99443,633181,960,375651,65815,159400,762573,2097023,81.38,OECD,EU,57358.84176,11538604,H
Belgium,2021,108567,635615,1505,549013,64659,166514,817864,2343737,85.08,OECD,EU,60666.33645,11586195,H
Belgium,2022,114320,540854,975,478681,70531,164844,766436,2136641,78.81,OECD,EU,62725.62376,11680210,H
Estonia,2000,124526,27717,17,0,0,21454,27183,200897,14.7,OECD,EU,20739.39094,1396985,UM
Estonia,2001,124829,29744,25,0,0,22605,33639,210842,14.95,OECD,EU,22099.33989,1388115,UM
Estonia,2002,116897,24942,21,0,3,22925,32634,197422,14.53,OECD,EU,23781.65208,1379350,UM
Estonia,2003,132458,28471,46,0,21,24107,32916,218019,16.42,OECD,EU,25749.28024,1370720,UM
Estonia,2004,142413,32428,79,0,28,24964,32014,231926,16.49,OECD,EU,27665.30578,1362550,UM
Estonia,2005,143128,33480,79,0,194,24375,32293,233549,16.41,OECD,EU,30473.77877,1354775,UM
Estonia,2006,140277,33835,50,0,273,21947,32248,228630,15.68,OECD,EU,33646.61823,1346810,H
Estonia,2007,180861,33634,75,0,327,24807,32270,271974,19.12,OECD,EU,36359.4661,1340680,H
Estonia,2008,146072,32259,100,0,478,26647,29732,235288,16.81,OECD,EU,34588.5491,1337090,H
Estonia,2009,111674,21986,115,0,702,29296,23702,187475,13.78,OECD,EU,29585.14394,1334515,H
Estonia,2010,174907,23551,97,0,997,34670,23856,258078,18.12,OECD,EU,30379.10784,1331475,H
Estonia,2011,174057,21071,107,0,1324,33573,22320,252452,18.03,OECD,EU,32789.43161,1327439,H
Estonia,2012,148294,22834,151,0,1562,34354,21498,228693,16.51,OECD,EU,34115.36222,1322696,H
Estonia,2013,174677,23232,93,0,1904,38006,19765,257677,18.42,OECD,EU,34838.36323,1317997,H
Estonia,2014,168156,18235,97,0,2174,36520,17329,242511,17.09,OECD,EU,36090.49356,1314545,H
Estonia,2015,137355,16347,97,0,2573,38408,12050,206830,14.17,OECD,EU,36729.8083,1315407,H
Estonia,2016,180308,17930,126,0,2173,41554,17518,259609,15.71,OECD,EU,37854.8451,1315790,H
Estonia,2017,184110,16996,93,0,2654,44176,6972,255001,16.47,OECD,EU,39939.45809,1317384,H
Estonia,2018,177215,17316,54,0,2400,48032,3127,248144,15.44,OECD,EU,41273.19886,1321977,H
Estonia,2019,129103,15925,68,0,2737,48339,0,195647,9.77,OECD,EU,42652.53569,1326898,H
Estonia,2020,104693,14576,107,0,3920,52654,0,174287,7.03,OECD,EU,41340.76437,1329522,H
Estonia,2021,113618,16512,82,0,3912,52769,0,181476,8.31,OECD,EU,44251.5375,1330932,H
Estonia,2022,123123,12268,82,0,4550,52106,5189,197318,9.92,OECD,EU,43690.41306,1348840,H
United States,2000,22316629,22932624,911534,8702378,634960,3066641,36473212,95037978,5729.82,OECD,North America,55038.6225,282162411,H
United States,2001,21978910,21539719,677707,8646589,627906,2719607,37081945,93272383,5702.11,OECD,North America,55017.30498,284968955,H
United States,2002,22294474,22384393,961322,8776570,446598,2720174,36751461,94334992,5545.41,OECD,North America,55436.11698,287625193,H
United States,2003,22236153,21727665,1002992,8594378,451752,2916938,37682054,94611932,5610.69,OECD,North America,56498.20783,290107933,H
United States,2004,23089230,21340567,976024,8872789,471631,3044542,38748835,96543618,5688.7,OECD,North America,58131.63368,292805298,H
United States,2005,23332420,21236103,980802,8844283,484986,3173311,38902924,96954829,5703.15,OECD,North America,59604.75364,295516599,H
United States,2006,23009412,21023775,1050728,8903945,519139,3280742,38268857,96056598,5602.4,OECD,North America,60676.56557,298379912,H
United States,2007,23180156,22727727,898628,9126916,557795,3378288,37836425,97705935,5686.67,OECD,North America,61306.59694,301231207,H
United States,2008,22803997,22653271,924170,9139679,609691,3537899,35508573,95177280,5512.45,OECD,North America,60798.43384,304093966,H
United States,2009,20273558,22421242,992123,9056836,680076,3509141,33537134,90470110,5120.63,OECD,North America,58714.97369,306771529,H
United States,2010,20996678,23281821,944157,9151974,794291,3740176,33767483,92676580,5352.05,OECD,North America,59799.28686,309327143,H
United States,2011,20012108,23812993,1158238,8960781,903279,3829965,32700212,91377576,5128.11,OECD,North America,60294.9788,311583481,H
United States,2012,17737516,24907509,1002639,8739589,1002118,3878899,32317081,89585351,4902.94,OECD,North America,61224.40554,313877662,H
United States,2013,18094904,25395330,975081,8967316,1132316,4175521,32389117,91129585,5038.52,OECD,North America,62089.34824,316059947,H
United States,2014,18072073,26276307,941302,9060916,1236979,4284470,32367234,92239281,5046.56,OECD,North America,63191.24778,318386329,H
United States,2015,15660181,27067980,903664,9057687,1312775,4152062,33056355,91210704,4928.61,OECD,North America,64575.40819,320738994,H
United States,2016,14300841,27334911,970812,9162741,1491265,4129878,32837869,90228317,4838.48,OECD,North America,65275.57182,323071755,H
United States,2017,13847655,26960229,1088504,9151214,1661988,4099389,33087374,89896353,4761.3,OECD,North America,66458.02337,325122128,H
United States,2018,13426291,29054726,1063803,9178130,1841813,4360822,33566263,92491848,4910.38,OECD,North America,68070.21342,326838199,H
United States,2019,11510279,31078534,1043274,9199964,1934725,4401995,33293509,92462280,4744.81,OECD,North America,69511.76344,328329953,H
United States,2020,9280479,30104803,1033702,8979813,2180848,4051985,29400955,85032585,4257.63,OECD,North America,67352.38714,331526933,H
United States,2021,10635146,30274618,912523,8853288,2455808,4313102,31968560,89413045,4549.26,OECD,North America,71318.30736,332048977,H
United States,2022,10016167,32292088,923764,8767293,2798738,4310609,31721656,90830315,4607.59,OECD,North America,72841.92431,333271411,H
United Kingdom,2000,1529547,3659235,18309,927959,3914,80467,3065717,9285148,520.56,OECD,Europe,43247.63639,58892514,H
United Kingdom,2001,1621970,3627850,14601,982843,4068,102303,2979278,9332913,535.3,OECD,Europe,44189.85489,59119673,H
United Kingdom,2002,1565272,3594589,17233,958341,5238,114766,2952765,9208204,521.18,OECD,Europe,44793.32607,59370479,H
United Kingdom,2003,1682006,3595698,11617,967483,5496,128757,3001248,9392305,533.47,OECD,Europe,45990.71589,59647577,H
United Kingdom,2004,1554507,3673981,17434,872716,8041,137351,2995556,9259586,533.39,OECD,Europe,46853.79254,59987905,H
United Kingdom,2005,1587377,3578575,17719,890378,11745,161469,3053201,9300464,531.65,OECD,Europe,47804.78526,60401206,H
United Kingdom,2006,1726550,3393918,16534,823101,16801,165963,3003868,9146735,532.9,OECD,Europe,48584.43595,60846820,H
United Kingdom,2007,1628373,3431663,18277,687578,20948,175263,2860356,8822458,521.73,OECD,Europe,49472.986,61322463,H
United Kingdom,2008,1520647,3554566,18507,572574,27507,199007,2788583,8681391,507.59,OECD,Europe,48963.02316,61806995,H
United Kingdom,2009,1248632,3269966,18820,753796,35546,219587,2640968,8187315,459.81,OECD,Europe,46348.75342,62276270,H
United Kingdom,2010,1296840,3551136,12928,677887,38321,249957,2664752,8491821,477.06,OECD,Europe,47013.88241,62766365,H
United Kingdom,2011,1285723,2945127,20490,752513,59636,260849,2529506,7853844,438.33,OECD,Europe,47178.9199,63258810,H
United Kingdom,2012,1631271,2779422,19114,768055,77720,266874,2493935,8036391,460.47,OECD,Europe,47558.99364,63700215,H
United Kingdom,2013,1560184,2754236,16925,770256,110929,300223,2390162,7902915,446.85,OECD,Europe,48091.8466,64128273,H
United Kingdom,2014,1262044,2509551,21196,695432,131154,354432,2441067,7414876,407.77,OECD,Europe,49264.05537,64602298,H
United Kingdom,2015,1001223,2590985,22670,767398,173636,409374,2520342,7485628,392.8,OECD,Europe,49961.68763,65116219,H
United Kingdom,2016,510456,2848085,19333,782466,172736,447178,2564018,7344272,371.2,OECD,Europe,50537.34175,65611593,H
United Kingdom,2017,414830,2811303,21174,767306,221515,472982,2581538,7290648,359.7,OECD,Europe,51528.60467,66058859,H
United Kingdom,2018,347702,2830631,19595,709787,252296,536475,2539963,7236449,353.23,OECD,Europe,51937.0227,66460344,H
United Kingdom,2019,247398,2750355,21358,612915,276278,566185,2468087,6942576,339.57,OECD,Europe,52483.81251,66836327,H
United Kingdom,2020,225102,2628873,24727,548491,318100,585554,2082448,6413295,301.03,OECD,Europe,46907.71393,67081234,H
United Kingdom,2021,229683,2756321,19433,500770,278088,607688,2174616,6566599,319.24,OECD,Europe,50972.24459,67026292,H
United Kingdom,2022,207160,2519362,20304,520615,338877,599286,2220000,6425604,309.42,OECD,Europe,52836.02473,67791000,H
Australia,2000,2015828,806999,58896,0,3763,210841,1429894,4526221,334.64,OECD,Asia Pacific,45013.00995,19028802,H
Australia,2001,2018544,850415,59626,0,4531,212965,1281399,4427480,340.98,OECD,Asia Pacific,45338.68343,19274701,H
Australia,2002,2034808,788516,57157,0,5161,226713,1360752,4473107,348.96,OECD,Asia Pacific,46609.74418,19495210,H
Australia,2003,2015734,856586,58586,0,5521,219530,1480641,4636598,348.32,OECD,Asia Pacific,47500.83512,19720737,H
Australia,2004,2089200,859874,57996,0,5404,216460,1488010,4716944,361.7,OECD,Asia Pacific,48980.89318,19932722,H
Australia,2005,2136730,794321,55112,0,6095,213634,1545478,4751370,364.24,OECD,Asia Pacific,49914.51464,20176844,H
Australia,2006,2164525,965088,57333,0,8946,216596,1532402,4944890,369.5,OECD,Asia Pacific,50602.35025,20450966,H
Australia,2007,2172797,1096505,51620,0,15838,224610,1543174,5104544,379.71,OECD,Asia Pacific,51562.09401,20827622,H
Australia,2008,2156304,1184813,42872,0,18302,238601,1653653,5294545,383,OECD,Asia Pacific,52351.58705,21249199,H
Australia,2009,2205216,1212201,42487,0,22629,172382,1652462,5307377,389.51,OECD,Asia Pacific,52254.32273,21691653,H
Australia,2010,2113079,1176737,48607,0,30113,205015,1742332,5315883,391.82,OECD,Asia Pacific,52589.81821,22031750,H
Australia,2011,2013783,1215518,60098,0,38611,195189,1806935,5330134,389.86,OECD,Asia Pacific,53112.53287,22340024,H
Australia,2012,1968811,1159764,50324,0,45884,196897,1845341,5267021,390.46,OECD,Asia Pacific,54237.59191,22733465,H
Australia,2013,1831201,1317703,65217,0,54352,205716,1883940,5358129,383.55,OECD,Asia Pacific,54699.35162,23128129,H
Australia,2014,1736567,1385643,66016,0,64614,205173,1856848,5314861,373.92,OECD,Asia Pacific,55288.11534,23475686,H
Australia,2015,1797035,1390397,47966,0,74255,216726,1777010,5303389,378.22,OECD,Asia Pacific,55691.69885,23815995,H
Australia,2016,1863051,1276406,54075,0,81180,215465,1793716,5283893,385.8,OECD,Asia Pacific,56341.51816,24190907,H
Australia,2017,1996773,1312567,57733,0,90157,228417,1796092,5481739,388.03,OECD,Asia Pacific,56684.64733,24592588,H
Australia,2018,1930457,1363183,56894,0,107069,219162,1843992,5520757,386.43,OECD,Asia Pacific,57450.38104,24963258,H
Australia,2019,1956712,1422807,56167,0,134858,206872,1840011,5617427,384.03,OECD,Asia Pacific,57837.06069,25334826,H
Australia,2020,1782618,1556882,53150,0,167633,197659,1857456,5615398,369.04,OECD,Asia Pacific,57059.74364,25649248,H
Australia,2021,1683993,1529796,53137,0,207821,200893,1777445,5453085,360.94,OECD,Asia Pacific,58182.33695,25685412,H
Australia,2022,1567046,1441741,58669,0,251026,200573,1806576,5325631,354.78,OECD,Asia Pacific,59883.64704,26014399,H
Finland,2000,213675,143625,52776,245225,304,274175,380491,1310271,54.59,OECD,EU,46942.1572,5176209,H
Finland,2001,260926,155574,47537,248432,276,269069,370849,1352663,60.58,OECD,EU,48071.97471,5188008,H
Finland,2002,278199,154604,38793,243218,254,290927,411591,1417586,62.95,OECD,EU,48764.76587,5200598,H
Finland,2003,346631,171414,34527,247974,359,297765,424085,1522755,71.24,OECD,EU,49627.33409,5213014,H
Finland,2004,315735,165799,54252,247810,457,313151,442160,1539364,67.15,OECD,EU,51465.44988,5228172,H
Finland,2005,205754,151004,49622,253865,642,292725,421378,1374990,54.92,OECD,EU,52714.0823,5246096,H
Finland,2006,306993,162667,41378,249883,598,325886,434939,1522344,66.45,OECD,EU,54622.93036,5266268,H
Finland,2007,301680,156224,51037,255523,717,314825,414416,1494422,64.49,OECD,EU,57280.72996,5288720,H
Finland,2008,225247,161704,61603,250450,986,322996,405311,1428297,56.03,OECD,EU,57461.92066,5313399,H
Finland,2009,221974,145857,45669,256647,1046,294247,385404,1350844,53.78,OECD,EU,52569.26543,5338871,H
Finland,2010,287952,160651,46519,248727,1115,347226,395665,1487855,62.03,OECD,EU,53987.25643,5363352,H
Finland,2011,250309,140673,44802,252949,1792,340341,387079,1417945,54.59,OECD,EU,55022.11307,5388272,H
Finland,2012,190614,125817,60692,250767,1847,361921,360992,1352650,48.94,OECD,EU,53927.01291,5413971,H
Finland,2013,215124,119592,46216,257519,2859,372560,321748,1335618,49.7,OECD,EU,53153.21335,5438972,H
Finland,2014,188297,105222,48229,257236,4071,387836,366709,1357600,45.7,OECD,EU,52680.78678,5461512,H
Finland,2015,172593,93627,60368,253581,8478,380325,324173,1293145,42.34,OECD,EU,52752.49979,5479531,H
Finland,2016,180426,86185,56876,253123,11192,388230,356171,1332203,45.18,OECD,EU,53953.96109,5495303,H
Finland,2017,172706,80891,53179,245203,17511,411844,337379,1318713,42.59,OECD,EU,55605.61691,5508214,H
Finland,2018,176487,90942,47883,248650,21428,423965,335342,1344697,43.82,OECD,EU,56194.39325,5515525,H
Finland,2019,145877,89078,44715,260399,22310,431606,319168,1313153,40.69,OECD,EU,56890.14781,5521606,H
Finland,2020,120379,88402,57178,254083,30608,403649,312967,1267266,36.02,OECD,EU,55393.36876,5529543,H
Finland,2021,126213,88878,56851,257432,31806,467751,289848,1318779,35.97,OECD,EU,56790.37662,5541017,H
Finland,2022,126451,45842,48567,276392,44801,427324,300051,1269428,34.02,OECD,EU,57457.39947,5556106,H
Latvia,2000,5502,45736,10148,0,14,39696,52919,154015,6.84,OECD,EU,14554.26081,2367550,LM
Latvia,2001,5150,53161,10198,0,10,44306,52551,165376,7.25,OECD,EU,15695.95741,2337170,UM
Latvia,2002,4175,54071,8870,0,39,44036,50920,162111,7.23,OECD,EU,17096.61489,2310173,UM
Latvia,2003,3723,56407,8157,0,172,47119,56004,171582,7.46,OECD,EU,18717.72866,2287955,UM
Latvia,2004,2847,55784,11192,0,176,49775,58516,178290,7.48,OECD,EU,20574.18502,2263122,UM
Latvia,2005,3414,56852,11973,0,169,49851,59611,181870,7.58,OECD,EU,23213.42906,2238799,UM
Latvia,2006,3639,58892,9712,0,165,50157,64784,187349,8.03,OECD,EU,26431.89962,2218357,UM
Latvia,2007,4445,56922,9838,0,190,49083,69527,190005,8.36,OECD,EU,29423.8324,2200325,UM
Latvia,2008,4472,55813,11192,0,212,46476,64799,182964,7.94,OECD,EU,28727.06566,2177322,UM
Latvia,2009,3572,51380,12445,0,179,53065,57772,178413,7.19,OECD,EU,24520.75903,2141669,H
Latvia,2010,4559,61206,12671,0,183,48385,58608,185612,8.09,OECD,EU,24119.80924,2097555,UM
Latvia,2011,4630,53943,10393,0,262,50944,53570,173742,7.34,OECD,EU,25308.8148,2059709,UM
Latvia,2012,3839,50708,13345,0,418,57716,52801,178827,7,OECD,EU,27496.63516,2034319,H
